gene_id,gene_symbol,gene_name,species
78515,RNU4-40P,"RNA, U4 small nuclear 40, pseudogene",Human
78525,RNU4-50P,"RNA, U4 small nuclear 50, pseudogene",Human
78526,RNU4-51P,"RNA, U4 small nuclear 51, pseudogene",Human
78528,RNU4-53P,"RNA, U4 small nuclear 53, pseudogene",Human
78534,RNU4-59P,"RNA, U4 small nuclear 59, pseudogene",Human
78537,RNU4-62P,"RNA, U4 small nuclear 62, pseudogene",Human
78543,RNU4-68P,"RNA, U4 small nuclear 68, pseudogene",Human
78547,RNU4-72P,"RNA, U4 small nuclear 72, pseudogene",Human
78553,RNU4-78P,"RNA, U4 small nuclear 78, pseudogene",Human
78555,RNU4-80P,"RNA, U4 small nuclear 80, pseudogene",Human
78557,RNU4-82P,"RNA, U4 small nuclear 82, pseudogene",Human
78560,RNU4-85P,"RNA, U4 small nuclear 85, pseudogene",Human
78569,RNU4ATAC,"RNA, U4atac small nuclear (U12-dependent splicing)",Human
78579,RNU4ATAC11P,"RNA, U4atac small nuclear 11, pseudogene",Human
78584,RNU4ATAC16P,"RNA, U4atac small nuclear 16, pseudogene",Human
78586,RNU4ATAC18P,"RNA, U4atac small nuclear 18, pseudogene",Human
78587,RNU5A-1,"RNA, U5A small nuclear 1",Human
78595,RNU5B-1,"RNA, U5B small nuclear 1",Human
78602,RNU5D-1,"RNA, U5D small nuclear 1",Human
78604,RNU5E-1,"RNA, U5E small nuclear 1",Human
78607,RNU5E-4P,"RNA, U5E small nuclear 4, pseudogene",Human
78609,RNU5E-6P,"RNA, U5E small nuclear 6, pseudogene",Human
78614,RNU5F-1,"RNA, U5F small nuclear 1",Human
78635,RNU6-14P,"RNA, U6 small nuclear 14, pseudogene",Human
78637,RNU6-16P,"RNA, U6 small nuclear 16, pseudogene",Human
78651,RNU6-30P,"RNA, U6 small nuclear 30, pseudogene",Human
78652,RNU6-31P,"RNA, U6 small nuclear 31, pseudogene",Human
78668,RNU6-47P,"RNA, U6 small nuclear 47, pseudogene",Human
78681,RNU6-60P,"RNA, U6 small nuclear 60, pseudogene",Human
78703,RNU6-82P,"RNA, U6 small nuclear 82, pseudogene",Human
78708,RNU6-87P,"RNA, U6 small nuclear 87, pseudogene",Human
78711,RNU6-90P,"RNA, U6 small nuclear 90, pseudogene",Human
78715,RNU6-94P,"RNA, U6 small nuclear 94, pseudogene",Human
78721,RNU6-100P,"RNA, U6 small nuclear 100, pseudogene",Human
78727,RNU6-106P,"RNA, U6 small nuclear 106, pseudogene",Human
78728,RNU6-107P,"RNA, U6 small nuclear 107, pseudogene",Human
78733,RNU6-112P,"RNA, U6 small nuclear 112, pseudogene",Human
78743,RNU6-122P,"RNA, U6 small nuclear 122, pseudogene",Human
78744,RNU6-123P,"RNA, U6 small nuclear 123, pseudogene",Human
78747,RNU6-126P,"RNA, U6 small nuclear 126, pseudogene",Human
78798,RNU6-177P,"RNA, U6 small nuclear 177, pseudogene",Human
78816,RNU6-195P,"RNA, U6 small nuclear 195, pseudogene",Human
78851,RNU6-230P,"RNA, U6 small nuclear 230, pseudogene",Human
78859,RNU6-238P,"RNA, U6 small nuclear 238, pseudogene",Human
78870,RNU6-249P,"RNA, U6 small nuclear 249, pseudogene",Human
78872,RNU6-251P,"RNA, U6 small nuclear 251, pseudogene",Human
78933,RNU6-312P,"RNA, U6 small nuclear 312, pseudogene",Human
78943,RNU6-322P,"RNA, U6 small nuclear 322, pseudogene",Human
78944,RNU6-323P,"RNA, U6 small nuclear 323, pseudogene",Human
78948,RNU6-327P,"RNA, U6 small nuclear 327, pseudogene",Human
78996,RNU6-375P,"RNA, U6 small nuclear 375, pseudogene",Human
79014,RNU6-393P,"RNA, U6 small nuclear 393, pseudogene",Human
79017,RNU6-396P,"RNA, U6 small nuclear 396, pseudogene",Human
79052,RNU6-431P,"RNA, U6 small nuclear 431, pseudogene",Human
79065,RNU6-444P,"RNA, U6 small nuclear 444, pseudogene",Human
79071,RNU6-450P,"RNA, U6 small nuclear 450, pseudogene",Human
79103,RNU6-482P,"RNA, U6 small nuclear 482, pseudogene",Human
79134,RNU6-513P,"RNA, U6 small nuclear 513, pseudogene",Human
79140,RNU6-519P,"RNA, U6 small nuclear 519, pseudogene",Human
79143,RNU6-522P,"RNA, U6 small nuclear 522, pseudogene",Human
79161,RNU6-540P,"RNA, U6 small nuclear 540, pseudogene",Human
79169,RNU6-548P,"RNA, U6 small nuclear 548, pseudogene",Human
79195,RNU6-574P,"RNA, U6 small nuclear 574, pseudogene",Human
79198,RNU6-577P,"RNA, U6 small nuclear 577, pseudogene",Human
79232,RNU6-611P,"RNA, U6 small nuclear 611, pseudogene",Human
79237,RNU6-616P,"RNA, U6 small nuclear 616, pseudogene",Human
79240,RNU6-619P,"RNA, U6 small nuclear 619, pseudogene",Human
79259,RNU6-638P,"RNA, U6 small nuclear 638, pseudogene",Human
79273,RNU6-652P,"RNA, U6 small nuclear 652, pseudogene",Human
79282,RNU6-661P,"RNA, U6 small nuclear 661, pseudogene",Human
79293,RNU6-672P,"RNA, U6 small nuclear 672, pseudogene",Human
79339,RNU6-718P,"RNA, U6 small nuclear 718, pseudogene",Human
79369,RNU6-748P,"RNA, U6 small nuclear 748, pseudogene",Human
79380,RNU6-759P,"RNA, U6 small nuclear 759, pseudogene",Human
79405,RNU6-784P,"RNA, U6 small nuclear 784, pseudogene",Human
79411,RNU6-790P,"RNA, U6 small nuclear 790, pseudogene",Human
79455,RNU6-834P,"RNA, U6 small nuclear 834, pseudogene",Human
79459,RNU6-838P,"RNA, U6 small nuclear 838, pseudogene",Human
79479,RNU6-858P,"RNA, U6 small nuclear 858, pseudogene",Human
79502,RNU6-881P,"RNA, U6 small nuclear 881, pseudogene",Human
79511,RNU6-890P,"RNA, U6 small nuclear 890, pseudogene",Human
79513,RNU6-892P,"RNA, U6 small nuclear 892, pseudogene",Human
79535,RNU6-914P,"RNA, U6 small nuclear 914, pseudogene",Human
79538,RNU6-917P,"RNA, U6 small nuclear 917, pseudogene",Human
79546,RNU6-925P,"RNA, U6 small nuclear 925, pseudogene",Human
79557,RNU6-936P,"RNA, U6 small nuclear 936, pseudogene",Human
79563,RNU6-942P,"RNA, U6 small nuclear 942, pseudogene",Human
79567,RNU6-946P,"RNA, U6 small nuclear 946, pseudogene",Human
79579,RNU6-958P,"RNA, U6 small nuclear 958, pseudogene",Human
79609,RNU6-988P,"RNA, U6 small nuclear 988, pseudogene",Human
79619,RNU6-998P,"RNA, U6 small nuclear 998, pseudogene",Human
79624,RNU6-1003P,"RNA, U6 small nuclear 1003, pseudogene",Human
79637,RNU6-1016P,"RNA, U6 small nuclear 1016, pseudogene",Human
79674,RNU6-1053P,"RNA, U6 small nuclear 1053, pseudogene",Human
79675,RNU6-1054P,"RNA, U6 small nuclear 1054, pseudogene",Human
79683,RNU6-1062P,"RNA, U6 small nuclear 1062, pseudogene",Human
79700,RNU6-1079P,"RNA, U6 small nuclear 1079, pseudogene",Human
79726,RNU6-1105P,"RNA, U6 small nuclear 1105, pseudogene",Human
79732,RNU6-1111P,"RNA, U6 small nuclear 1111, pseudogene",Human
79757,RNU6-1136P,"RNA, U6 small nuclear 1136, pseudogene",Human
79777,RNU6-1156P,"RNA, U6 small nuclear 1156, pseudogene",Human
79801,RNU6-1180P,"RNA, U6 small nuclear 1180, pseudogene",Human
79818,RNU6-1197P,"RNA, U6 small nuclear 1197, pseudogene",Human
79830,RNU6-1209P,"RNA, U6 small nuclear 1209, pseudogene",Human
79858,RNU6-1237P,"RNA, U6 small nuclear 1237, pseudogene",Human
79872,RNU6-1251P,"RNA, U6 small nuclear 1251, pseudogene",Human
79876,RNU6-1255P,"RNA, U6 small nuclear 1255, pseudogene",Human
79883,RNU6-1262P,"RNA, U6 small nuclear 1262, pseudogene",Human
79895,RNU6-1274P,"RNA, U6 small nuclear 1274, pseudogene",Human
79896,RNU6-1275P,"RNA, U6 small nuclear 1275, pseudogene",Human
79900,RNU6-1279P,"RNA, U6 small nuclear 1279, pseudogene",Human
79937,RNU6-1316P,"RNA, U6 small nuclear 1316, pseudogene",Human
79962,RNU6ATAC,"RNA, U6atac small nuclear (U12-dependent splicing)",Human
79971,RNU6ATAC10P,"RNA, U6atac small nuclear 10, pseudogene",Human
79977,RNU6ATAC16P,"RNA, U6atac small nuclear 16, pseudogene",Human
79985,RNU6ATAC24P,"RNA, U6atac small nuclear 24, pseudogene",Human
79986,RNU6ATAC25P,"RNA, U6atac small nuclear 25, pseudogene",Human
79996,RNU6ATAC35P,"RNA, U6atac small nuclear 35, pseudogene",Human
80000,RNU6ATAC39P,"RNA, U6atac small nuclear 39, pseudogene",Human
80209,RNU11-4P,"RNA, U11 small nuclear 4, pseudogene",Human
80211,RNU11-6P,"RNA, U11 small nuclear 6, pseudogene",Human
80212,RNU12,"RNA, U12 small nuclear",Human
80213,RNU12-2P,"RNA, U12 small nuclear 2, pseudogene",Human
80218,RNU105B,"RNA, U105B small nucleolar",Human
80219,RNU105C,"RNA, U105C small nucleolar",Human
80220,RNVU1-1,"RNA, variant U1 small nuclear 1",Human
80223,RNVU1-4,"RNA, variant U1 small nuclear 4",Human
80225,RNVU1-6,"RNA, variant U1 small nuclear 6",Human
80226,RNVU1-7,"RNA, variant U1 small nuclear 7",Human
80233,RNVU1-14,"RNA, variant U1 small nuclear 14",Human
80234,RNVU1-15,"RNA, variant U1 small nuclear 15",Human
80236,RNVU1-17,"RNA, variant U1 small nuclear 17",Human
80238,RNVU1-19,"RNA, variant U1 small nuclear 19",Human
80240,RNY1,"RNA, Ro60-associated Y1",Human
80246,RNY1P6,RNY1 pseudogene 6,Human
80251,RNY1P11,RNY1 pseudogene 11,Human
80252,RNY1P12,RNY1 pseudogene 12,Human
80254,RNY1P14,RNY1 pseudogene 14,Human
80256,RNY1P16,RNY1 pseudogene 16,Human
80257,RNY3,"RNA, Ro60-associated Y3",Human
80258,RNY3P1,RNY3 pseudogene 1,Human
80259,RNY3P2,RNY3 pseudogene 2,Human
80272,RNY3P15,RNY3 pseudogene 15,Human
80274,RNY4,"RNA, Ro60-associated Y4",Human
80281,RNY4P7,RNY4 pseudogene 7,Human
80308,RNY4P34,RNY4 pseudogene 34,Human
80323,RO60,"Ro60, Y RNA binding protein",Human
80324,ROBO1,roundabout guidance receptor 1,Human
80325,ROBO2,roundabout guidance receptor 2,Human
80327,ROBO3,roundabout guidance receptor 3,Human
80328,ROBO4,roundabout guidance receptor 4,Human
80329,ROCK1,Rho associated coiled-coil containing protein kinase 1,Human
80330,ROCK1P1,Rho associated coiled-coil containing protein kinase 1 pseudogene 1,Human
80331,ROCK2,Rho associated coiled-coil containing protein kinase 2,Human
80332,ROCR,regulator of chondrogenesis RNA,Human
80333,ROGDI,rogdi atypical leucine zipper,Human
80335,ROMO1,reactive oxygen species modulator 1,Human
80337,ROPN1,rhophilin associated tail protein 1,Human
80338,ROPN1B,rhophilin associated tail protein 1B,Human
80339,ROPN1L,rhophilin associated tail protein 1 like,Human
80341,ROR1,receptor tyrosine kinase like orphan receptor 1,Human
80342,ROR1-AS1,ROR1 antisense RNA 1,Human
80343,ROR2,receptor tyrosine kinase like orphan receptor 2,Human
80344,RORA,RAR related orphan receptor A,Human
80345,RORA-AS1,RORA antisense RNA 1,Human
80347,RORB,RAR related orphan receptor B,Human
80349,RORC,RAR related orphan receptor C,Human
80350,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",Human
80352,RP1,RP1 axonemal microtubule associated,Human
80353,RP1L1,RP1 like 1,Human
80354,RP2,RP2 activator of ARL3 GTPase,Human
80360,RP9,RP9 pre-mRNA splicing factor,Human
80361,RP9P,RP9 pseudogene,Human
80389,RPA1,replication protein A1,Human
80390,RPA2,replication protein A2,Human
80392,RPA2P2,replication protein A2 pseudogene 2,Human
80394,RPA3,replication protein A3,Human
80395,RPA4,replication protein A4,Human
80397,RPAP1,RNA polymerase II associated protein 1,Human
80398,RPAP2,RNA polymerase II associated protein 2,Human
80400,RPAP3,RNA polymerase II associated protein 3,Human
80401,RPARP-AS1,RPARP antisense RNA 1,Human
80403,RPE,ribulose-5-phosphate-3-epimerase,Human
80404,RPE65,retinoid isomerohydrolase RPE65,Human
80405,RPEL1,ribulose-5-phosphate-3-epimerase like 1,Human
80406,RPEP1,ribulose-5-phosphate-3-epimerase pseudogene 1,Human
80407,RPEP2,ribulose-5-phosphate-3-epimerase pseudogene 2,Human
80408,RPEP3,ribulose-5-phosphate-3-epimerase pseudogene 3,Human
80409,RPEP4,ribulose-5-phosphate-3-epimerase pseudogene 4,Human
80411,RPEP6,ribulose-5-phosphate-3-epimerase pseudogene 6,Human
80412,RPF1,ribosome production factor 1 homolog,Human
80413,RPF2,ribosome production factor 2 homolog,Human
80414,RPF2P1,ribosome production factor 2 homolog pseudogene 1,Human
80416,RPGR,retinitis pigmentosa GTPase regulator,Human
80417,RPGRIP1,RPGR interacting protein 1,Human
80419,RPH3A,rabphilin 3A,Human
80420,RPH3AL,rabphilin 3A like (without C2 domains),Human
80421,RPIA,ribose 5-phosphate isomerase A,Human
80422,RPIAP1,ribose 5-phosphate isomerase A pseudogene 1,Human
80423,RPL3,ribosomal protein L3,Human
80424,RPL3L,ribosomal protein L3 like,Human
80425,RPL3P1,ribosomal protein L3 pseudogene 1,Human
80426,RPL3P2,ribosomal protein L3 pseudogene 2,Human
80428,RPL3P4,ribosomal protein L3 pseudogene 4,Human
80430,RPL3P6,ribosomal protein L3 pseudogene 6,Human
80431,RPL3P7,ribosomal protein L3 pseudogene 7,Human
80437,RPL3P13,ribosomal protein L3 pseudogene 13,Human
80438,RPL4,ribosomal protein L4,Human
80439,RPL4P1,ribosomal protein L4 pseudogene 1,Human
80441,RPL4P3,ribosomal protein L4 pseudogene 3,Human
80442,RPL4P4,ribosomal protein L4 pseudogene 4,Human
80444,RPL4P6,ribosomal protein L4 pseudogene 6,Human
80445,RPL5,ribosomal protein L5,Human
80446,RPL5P1,ribosomal protein L5 pseudogene 1,Human
80448,RPL5P3,ribosomal protein L5 pseudogene 3,Human
80449,RPL5P4,ribosomal protein L5 pseudogene 4,Human
80450,RPL5P5,ribosomal protein L5 pseudogene 5,Human
80451,RPL5P6,ribosomal protein L5 pseudogene 6,Human
80452,RPL5P7,ribosomal protein L5 pseudogene 7,Human
80453,RPL5P8,ribosomal protein L5 pseudogene 8,Human
80454,RPL5P9,ribosomal protein L5 pseudogene 9,Human
80456,RPL5P11,ribosomal protein L5 pseudogene 11,Human
80457,RPL5P12,ribosomal protein L5 pseudogene 12,Human
80458,RPL5P13,ribosomal protein L5 pseudogene 13,Human
80459,RPL5P14,ribosomal protein L5 pseudogene 14,Human
80460,RPL5P15,ribosomal protein L5 pseudogene 15,Human
80461,RPL5P16,ribosomal protein L5 pseudogene 16,Human
80462,RPL5P17,ribosomal protein L5 pseudogene 17,Human
80463,RPL5P18,ribosomal protein L5 pseudogene 18,Human
80467,RPL5P22,ribosomal protein L5 pseudogene 22,Human
80468,RPL5P23,ribosomal protein L5 pseudogene 23,Human
80469,RPL5P24,ribosomal protein L5 pseudogene 24,Human
80475,RPL5P30,ribosomal protein L5 pseudogene 30,Human
80478,RPL5P33,ribosomal protein L5 pseudogene 33,Human
80479,RPL5P34,ribosomal protein L5 pseudogene 34,Human
80480,RPL5P35,ribosomal protein L5 pseudogene 35,Human
80489,RPL6P8,ribosomal protein L6 pseudogene 8,Human
80490,RPL6P9,ribosomal protein L6 pseudogene 9,Human
80503,RPL6P24,ribosomal protein L6 pseudogene 24,Human
80504,RPL6P25,ribosomal protein L6 pseudogene 25,Human
80506,RPL6P27,ribosomal protein L6 pseudogene 27,Human
80510,RPL7,ribosomal protein L7,Human
80511,RPL7A,ribosomal protein L7a,Human
80515,RPL7AP3,ribosomal protein L7a pseudogene 3,Human
80518,RPL7AP6,ribosomal protein L7a pseudogene 6,Human
80521,RPL7AP9,ribosomal protein L7a pseudogene 9,Human
80523,RPL7AP11,ribosomal protein L7a pseudogene 11,Human
80526,RPL7AP14,ribosomal protein L7a pseudogene 14,Human
80527,RPL7AP15,ribosomal protein L7a pseudogene 15,Human
80538,RPL7AP26,ribosomal protein L7a pseudogene 26,Human
80540,RPL7AP28,ribosomal protein L7a pseudogene 28,Human
80542,RPL7AP30,ribosomal protein L7a pseudogene 30,Human
80543,RPL7AP31,ribosomal protein L7a pseudogene 31,Human
80546,RPL7AP34,ribosomal protein L7a pseudogene 34,Human
80562,RPL7AP50,ribosomal protein L7a pseudogene 50,Human
80565,RPL7AP53,ribosomal protein L7a pseudogene 53,Human
80572,RPL7AP60,ribosomal protein L7a pseudogene 60,Human
80576,RPL7AP64,ribosomal protein L7a pseudogene 64,Human
80578,RPL7AP66,ribosomal protein L7a pseudogene 66,Human
80586,RPL7L1,ribosomal protein L7 like 1,Human
80588,RPL7L1P2,ribosomal protein L7 like 1 pseudogene 2,Human
80589,RPL7L1P3,ribosomal protein L7 like 1 pseudogene 3,Human
80590,RPL7L1P4,ribosomal protein L7 like 1 pseudogene 4,Human
80591,RPL7L1P5,ribosomal protein L7 like 1 pseudogene 5,Human
80594,RPL7L1P8,ribosomal protein L7 like 1 pseudogene 8,Human
80595,RPL7L1P9,ribosomal protein L7 like 1 pseudogene 9,Human
80598,RPL7L1P12,ribosomal protein L7 like 1 pseudogene 12,Human
80600,RPL7P1,ribosomal protein L7 pseudogene 1,Human
80602,RPL7P3,ribosomal protein L7 pseudogene 3,Human
80605,RPL7P6,ribosomal protein L7 pseudogene 6,Human
80606,RPL7P7,ribosomal protein L7 pseudogene 7,Human
80608,RPL7P9,ribosomal protein L7 pseudogene 9,Human
80609,RPL7P10,ribosomal protein L7 pseudogene 10,Human
80610,RPL7P11,ribosomal protein L7 pseudogene 11,Human
80611,RPL7P12,ribosomal protein L7 pseudogene 12,Human
80613,RPL7P14,ribosomal protein L7 pseudogene 14,Human
80614,RPL7P15,ribosomal protein L7 pseudogene 15,Human
80615,RPL7P16,ribosomal protein L7 pseudogene 16,Human
80617,RPL7P18,ribosomal protein L7 pseudogene 18,Human
80618,RPL7P19,ribosomal protein L7 pseudogene 19,Human
80620,RPL7P21,ribosomal protein L7 pseudogene 21,Human
80621,RPL7P22,ribosomal protein L7 pseudogene 22,Human
80622,RPL7P23,ribosomal protein L7 pseudogene 23,Human
80623,RPL7P24,ribosomal protein L7 pseudogene 24,Human
80625,RPL7P26,ribosomal protein L7 pseudogene 26,Human
80627,RPL7P28,ribosomal protein L7 pseudogene 28,Human
80628,RPL7P29,ribosomal protein L7 pseudogene 29,Human
80631,RPL7P32,ribosomal protein L7 pseudogene 32,Human
80633,RPL7P34,ribosomal protein L7 pseudogene 34,Human
80634,RPL7P35,ribosomal protein L7 pseudogene 35,Human
80635,RPL7P36,ribosomal protein L7 pseudogene 36,Human
80636,RPL7P37,ribosomal protein L7 pseudogene 37,Human
80637,RPL7P38,ribosomal protein L7 pseudogene 38,Human
80641,RPL7P42,ribosomal protein L7 pseudogene 42,Human
80642,RPL7P43,ribosomal protein L7 pseudogene 43,Human
80644,RPL7P45,ribosomal protein L7 pseudogene 45,Human
80645,RPL7P46,ribosomal protein L7 pseudogene 46,Human
80646,RPL7P47,ribosomal protein L7 pseudogene 47,Human
80647,RPL7P48,ribosomal protein L7 pseudogene 48,Human
80648,RPL7P49,ribosomal protein L7 pseudogene 49,Human
80650,RPL7P51,ribosomal protein L7 pseudogene 51,Human
80651,RPL7P52,ribosomal protein L7 pseudogene 52,Human
80652,RPL7P53,ribosomal protein L7 pseudogene 53,Human
80653,RPL7P54,ribosomal protein L7 pseudogene 54,Human
80655,RPL7P56,ribosomal protein L7 pseudogene 56,Human
80656,RPL7P57,ribosomal protein L7 pseudogene 57,Human
80657,RPL7P58,ribosomal protein L7 pseudogene 58,Human
80658,RPL7P59,ribosomal protein L7 pseudogene 59,Human
80661,RPL8,ribosomal protein L8,Human
80667,RPL9,ribosomal protein L9,Human
80670,RPL9P3,ribosomal protein L9 pseudogene 3,Human
80672,RPL9P5,ribosomal protein L9 pseudogene 5,Human
80674,RPL9P7,ribosomal protein L9 pseudogene 7,Human
80682,RPL9P15,ribosomal protein L9 pseudogene 15,Human
80683,RPL9P16,ribosomal protein L9 pseudogene 16,Human
80692,RPL9P25,ribosomal protein L9 pseudogene 25,Human
80695,RPL9P28,ribosomal protein L9 pseudogene 28,Human
80696,RPL9P29,ribosomal protein L9 pseudogene 29,Human
80698,RPL9P31,ribosomal protein L9 pseudogene 31,Human
80699,RPL9P32,ribosomal protein L9 pseudogene 32,Human
80700,RPL9P33,ribosomal protein L9 pseudogene 33,Human
80701,RPL10,ribosomal protein L10,Human
80702,RPL10A,ribosomal protein L10a,Human
80704,RPL10AP2,ribosomal protein L10a pseudogene 2,Human
80705,RPL10AP3,ribosomal protein L10a pseudogene 3,Human
80708,RPL10AP6,ribosomal protein L10a pseudogene 6,Human
80716,RPL10L,ribosomal protein L10 like,Human
80717,RPL10P1,ribosomal protein L10 pseudogene 1,Human
80719,RPL10P3,ribosomal protein L10 pseudogene 3,Human
80722,RPL10P6,ribosomal protein L10 pseudogene 6,Human
80723,RPL10P7,ribosomal protein L10 pseudogene 7,Human
80724,RPL10P8,ribosomal protein L10 pseudogene 8,Human
80725,RPL10P9,ribosomal protein L10 pseudogene 9,Human
80728,RPL10P12,ribosomal protein L10 pseudogene 12,Human
80729,RPL10P13,ribosomal protein L10 pseudogene 13,Human
80731,RPL10P15,ribosomal protein L10 pseudogene 15,Human
80732,RPL10P16,ribosomal protein L10 pseudogene 16,Human
80734,RPL10P18,ribosomal protein L10 pseudogene 18,Human
80735,RPL10P19,ribosomal protein L10 pseudogene 19,Human
80736,RPL11,ribosomal protein L11,Human
80740,RPL11P4,ribosomal protein L11 pseudogene 4,Human
80742,RPL12,ribosomal protein L12,Human
80746,RPL12P4,ribosomal protein L12 pseudogene 4,Human
80748,RPL12P6,ribosomal protein L12 pseudogene 6,Human
80749,RPL12P7,ribosomal protein L12 pseudogene 7,Human
80750,RPL12P8,ribosomal protein L12 pseudogene 8,Human
80752,RPL12P10,ribosomal protein L12 pseudogene 10,Human
80754,RPL12P12,ribosomal protein L12 pseudogene 12,Human
80755,RPL12P13,ribosomal protein L12 pseudogene 13,Human
80758,RPL12P16,ribosomal protein L12 pseudogene 16,Human
80761,RPL12P19,ribosomal protein L12 pseudogene 19,Human
80762,RPL12P20,ribosomal protein L12 pseudogene 20,Human
80763,RPL12P21,ribosomal protein L12 pseudogene 21,Human
80767,RPL12P25,ribosomal protein L12 pseudogene 25,Human
80769,RPL12P27,ribosomal protein L12 pseudogene 27,Human
80770,RPL12P28,ribosomal protein L12 pseudogene 28,Human
80775,RPL12P33,ribosomal protein L12 pseudogene 33,Human
80777,RPL12P35,ribosomal protein L12 pseudogene 35,Human
80778,RPL12P36,ribosomal protein L12 pseudogene 36,Human
80779,RPL12P37,ribosomal protein L12 pseudogene 37,Human
80780,RPL12P38,ribosomal protein L12 pseudogene 38,Human
80781,RPL12P39,ribosomal protein L12 pseudogene 39,Human
80784,RPL12P42,ribosomal protein L12 pseudogene 42,Human
80791,RPL12P49,ribosomal protein L12 pseudogene 49,Human
80793,RPL13,ribosomal protein L13,Human
80794,RPL13A,ribosomal protein L13a,Human
80796,RPL13AP2,ribosomal protein L13a pseudogene 2,Human
80797,RPL13AP3,ribosomal protein L13a pseudogene 3,Human
80798,RPL13AP5,ribosomal protein L13a pseudogene 5,Human
80799,RPL13AP6,ribosomal protein L13a pseudogene 6,Human
80800,RPL13AP7,ribosomal protein L13a pseudogene 7,Human
80810,RPL13AP17,ribosomal protein L13a pseudogene 17,Human
80812,RPL13AP19,ribosomal protein L13a pseudogene 19,Human
80818,RPL13AP25,ribosomal protein L13a pseudogene 25,Human
80821,RPL13P2,ribosomal protein L13 pseudogene 2,Human
80831,RPL13P12,ribosomal protein L13 pseudogene 12,Human
80834,RPL14,ribosomal protein L14,Human
80835,RPL14P1,ribosomal protein L14 pseudogene 1,Human
80837,RPL14P3,ribosomal protein L14 pseudogene 3,Human
80840,RPL15,ribosomal protein L15,Human
80842,RPL15P2,ribosomal protein L15 pseudogene 2,Human
80843,RPL15P3,ribosomal protein L15 pseudogene 3,Human
80852,RPL15P13,ribosomal protein L15 pseudogene 13,Human
80853,RPL15P14,ribosomal protein L15 pseudogene 14,Human
80857,RPL15P18,ribosomal protein L15 pseudogene 18,Human
80861,RPL17,ribosomal protein L17,Human
80862,RPL17-C18orf32,RPL17-C18orf32 readthrough,Human
80865,RPL17P1,ribosomal protein L17 pseudogene 1,Human
80874,RPL17P10,ribosomal protein L17 pseudogene 10,Human
80886,RPL17P22,ribosomal protein L17 pseudogene 22,Human
80890,RPL17P26,ribosomal protein L17 pseudogene 26,Human
